,Course_Name,Course_Description,Lectures_Num,Course_Level,Course_hours,Rate,Number_Rates
1404,master ethereum solidity programmingbuild realworld apps,indepth ethereum solidity programming stepbystep approach erc token ico auction fundraising lottery ipfs andrei dumitrescu,104,All Levels,95,4.4,340
1405,building desktop application python kivy,create modern gui cross platform nui framework samuel mthembo,84,Beginner,7,4.3,54
1406,complete powershell x masterclass,enhance skill powershell administer automate system effectively packt publishing,69,Beginner,95,4.1,77
1407,complete macos developer course apps desktop,using iphone development background create mac apps cocoa using latest swift xcode o x nick walter,173,All Levels,21,4.7,751
1408,deploy serverless machine learning model aws lambda,use serverless framework fast deployment different ml model scalable costeffective aws lambda service milan pavlović,62,Beginner,8,4.6,58
1409,software testingqa testing manual testingsdlctest plan,become expert qa tester mastering software testing manual testing sdlc test plan test case concept qaeversity,13,All Levels,2,4.1,628
1410,apache spark java hand,learn slice dice data using next generation big data platform apache spark imtiaz ahmad,31,All Levels,7,4.6,281
1411,complete kotlin development masterclass,learn kotlin development scratch catalin stefan,455,All Levels,31,4.6,29
1412,art code challenging python program today,computer science python application michael eramo,156,Beginner,285,4.4,149
1413,stepbystep create c database driven winform desktop apps,projectbased learning use c window form microsoft access database create small database driven apps pavol almasi,149,Beginner,13,4.3,157
1414,ui automation serenity bdd selenium cucumber junit,deep dive using serenity bdd ui automation learn essential needed master serenity bdd framework tejasvi hegde,64,All Levels,115,4.3,61
1415,scala applied part,introduction programming scala language core syntax concept dick wall,114,Beginner,55,4.5,998
1416,devtools pro beginner expert w chrome developer tool,complete guide building beautiful fast bug free web application google chrome devtools rocco balsamo,39,All Levels,25,4.2,505
1417,learn modern opengl programming,create graphic opengl c game institute inc,13,Intermediate,105,4.5,266
1418,selenium masterclass absolute beginner hand,selenium webdriver java selenium framework designing coding guide levelup devops,218,All Levels,48,4.2,615
1419,rust programming language beginner,effective c develop rust programming library increase career option tim buchalkas learn programming academy,192,Beginner,195,4.0,137
1420,mongodb essential complete mongodb guide,master mongodb database using javascript mongo shell robo robomongo mongodb compass bogdan stashchuk,223,All Levels,105,4.6,510
1421,node sql postgresql mastering backend web development,boost node express sql postgresql backend development skill nodejs database express j e david joseph katz,46,All Levels,5,4.3,577
1422,data science beginner handson data science python,machine learning deep learning tensorflow python regression classification clustering npl data analysis vijay gadhave,116,All Levels,12,4.5,144
1423,learn unity engine c creating real top rpg,learn unity engine c developing fast efficient workflow creating top rpg future project michael doyon,51,Beginner,8,4.5,479
1424,beyond basic restful api aspnet core ef core,go beyond basic crud api learn add pagination sorting collection creation rest asp api net core pavol almasi,101,All Levels,8,4.7,18
1425,spring framework easy step,create end end java ee web application using spring bharath thippireddy,280,All Levels,125,4.3,1244
1426,basic software architecture design pattern java,guide create smart reusable software solid principle design pattern holczer balazs,58,All Levels,45,4.2,1347
1427,c memory trick learn master garbage collector,course teach advanced c memory management trick every professional net developer must know mark farragher,28,All Levels,35,4.4,498
1428,learn java unit testing junit step,junit tutorial beginner example inminutes official,38,All Levels,3,4.2,5897
1429,complete walkthrough azure app service paas,comprehensive course azure app service covering deployment management security monitoring varma rudra,51,All Levels,65,4.6,87
1430,gentle introduction aspnet web form beginner,creating dynamic website first step charlie chiarelli,83,Beginner,13,4.5,230
1431,flutter sqflite build local storage io android app,create production ready native io android app us sqlite database flutter marcus ng,8,All Levels,1,4.7,38
1432,complete javascript developer,learn essential skill levelup beginner advanced javascript developer reed barger,29,All Levels,5,4.7,19
1433,object oriented php tdd phpunit scratch,learn object oriented php test driven development using phpunit project included devscreencast elearning,68,Intermediate,125,4.5,65
1434,taming google g suite complete administrator guide,learn deploy google g suite easytofollow tutorial beginner advanced administrator paul ogier,95,All Levels,105,4.6,31
1435,vue j firebase complete course,learn create real world vue j application connected firestorefirebase database eincode filip jerga,97,All Levels,175,4.4,18
1436,oracle application frameworkoaf beginner expert,oracle application frameworkoaf practical real time example mani jal,40,All Levels,19,4.2,45
1437,terraform azure,infrastructure code terraform azure provision service like cosmosdb azure kubernetes service ak edward viaene,54,All Levels,7,4.6,7
1438,state art android app development kotlin,using kotlin mvvm dagger navigation retrofit unit test catalin stefan,48,All Levels,65,4.7,81
1439,mcsa window server certification,course prepare identity window server exam smartech academy inc,81,All Levels,6,4.1,133
1440,apache nifi complete guide hortonworks data platform,apache nifi robust data ingestion distribution framework etl option nifi core hortonworks data platform manoj g big data evangelist,44,All Levels,3,4.4,315
1441,build spring boot apps kotlin programming language,build fully functional robust efficient application spring boot kotlin programming language matt greencroft,116,Intermediate,8,4.6,134
1442,complete blockchain professional course,learn depth fundamental blockchain blockchain architecture various blockchain use case weblocks blockchain,66,All Levels,6,4.1,133
1443,swift programming beginner,learn code swift mac xcode playground linux window make io iphone apps command line tool nick walter,40,All Levels,6,4.5,215
1444,swiftui build amazing apps much le code hassle,learn work apple new declarative framework build beautiful stylish apps fast much le code stephen destefano,87,All Levels,12,4.3,69
1445,causal data science directed acyclic graph,get know modern tool causal inference machine learning ai many practical example r paul hünermund,27,All Levels,5,4.5,58
1446,learning c net programming beginner,learn program c net expert lesson allow learn c programming pace infinite skill,115,All Levels,75,4.5,329
1447,complete react j web developer e build project,master react j e firebase auth along reactjs basic create project igneus technology,76,Beginner,125,4.2,929
